"filename";"caption";"date1";"date2";"date";"date3";"agent";"role";"agent2";"role2";"copyright";"source";"empty_column";"notes";"mon_id";"class_code";"classification";"agent3";"date_scan";"license";"url";"rights_text";"heidata";"heidoc"
"SKH0170_P_20220305_05";"Lakṣmīnārāyaṇa Mandira, view from W";"";"";"2022-03-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0170";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0170_P_20220305_06";"Lakṣmīnārāyaṇa Mandira, view from NW";"";"";"2022-03-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0170";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0170_P_20220305_07";"Lakṣmīnārāyaṇa Mandira, view from N";"";"";"2022-03-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0170";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0170_P_20220305_08";"Lakṣmīnārāyaṇa Mandira, view from NE";"";"";"2022-03-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0170";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_03";"Tāhāḥ Phalcā, columns, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_07";"Tāhāḥ Phalcā, details of column with capital and lintel, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_01";"Tāhāḥ Phalcā, view from SE";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_05";"Tāhāḥ Phalcā, details of corner column, view from SE";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_06";"Tāhāḥ Phalcā, corner column with capital and lintel, view from SE";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_10";"Tāhāḥ Phalcā, view from NE";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_11";"Tāhāḥ Phalcā, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_12";"Tāhāḥ Phalcā, view from S";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_13";"Tāhāḥ Phalcā, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_09";"Tāhāḥ Phalcā, central nhāykaṃlvahaṃ with lion carving, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_02";"Tāhāḥ Phalcā, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261-001_P_20220406_01";"Tāhāḥ Phalcā, Rādhākṛṣṇa, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_I_002_20220406";"Tāhāḥ Phlacā, painted inscription on an iron plate from VS 2074, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_I_001_20220406_02";"Tāhāḥ Phlacā, marble inscription from VS 2061, close-up view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_D_2022_floor_plan";"Tāhāḥ Phalcā, floor plan";"";"";"2022-04-15";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_D_2022_location_map";"Tāhāḥ Phalcā, location map";"";"";"2021";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4029783-4";"Karte";"1173868";"2022-04-15";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_D_2022_site_plan";"Tāhāḥ Phalcā, site plan";"";"";"2022-04-15";"";"1173868";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_D_2022_section";"Tāhāḥ Phalcā, section";"";"";"2022-04-15";"";"1156661";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_04";"Tāhāḥ Phalcā, corner column with corner nhāykaṃlvahaṃ, view from SE";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_P_20220406_08";"Tāhāḥ Phalcā, corner nhāykaṃlvahaṃ with lion carving, view from SE";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_I_001_20220406_01";"Tāhāḥ Phlacā, marble inscription from VS 2061, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0261_I_001_20220406_03";"Tāhāḥ Phlacā, marble inscription from VS 2061, view from E";"";"";"2022-04-06";"";"1300339";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0261";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0010_H_20120725_Schroeder_04";"Jyotirliṅgeśvara Mandira, Jalaśayana Nārāyaṇa, view from N";"";"";"2012-07-25";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 373";"";"";"SKH0010";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"SKH0010_H_ca.19740000_02";"Jyotirliṅgeśvara Mandira, view from E";"";"";"1973";"1974";"1173886";"photographer";"";"";"courtesy of Carl Pruscha";"Carl Pruscha, Kathmandu Valley, 1975, vol I, p 73";"";"";"SKH0010";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"SKH0010_H_20120725_Schroeder_03";"Jyotirliṅgeśvara Mandira, Jalaśayana Nārāyaṇa, view from W";"";"";"2012-07-25";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 372";"";"";"SKH0010";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"SKH0310_D_2022_location_map";"Illātvāḥ Gaṇeśa Mandira, location map";"";"";"2021";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4029783-4";"Karte";"1173868";"2022-04-12";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_D_2022_site_plan";"Illātvāḥ Gaṇeśa Mandira, site plan";"";"";"2022-04-12";"";"1173868";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_D_2022_floor_plan";"Illātvāḥ Gaṇeśa Mandira, floor plan";"";"";"2022-04-12";"";"1173868";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_01";"Ilātvāḥ Gaṇeśa Mandira, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_05";"Ilātvāḥ Gaṇeśa Mandira, Pinnacle, view from E";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_02";"Ilātvāḥ Gaṇeśa Mandira, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_09";"Ilātvāḥ Gaṇeśa Mandira, view from N";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_12";"Ilātvāḥ Gaṇeśa Mandira, view from SE";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_03";"Ilātvāḥ Gaṇeśa Mandira, Tympanum, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_06";"Ilātvāḥ Gaṇeśa Mandira, view from SW";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_08";"Ilātvāḥ Gaṇeśa Mandira, view from NW";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_10";"Ilātvāḥ Gaṇeśa Mandira, view from NE";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_11";"Ilātvāḥ Gaṇeśa Mandira, view from E";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310-001_P_20220415_01";"Ilātvāḥ Gaṇeśa Mandira, Gaṇeśa, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310-004_P_20220415_01";"Ilātvāḥ Gaṇeśa Mandira, Donors, view from E";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310-002_P_20220415_01";"Ilātvāḥ Gaṇeśa Mandira, Bhagvatī, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310-003_P_20220415_01";"Ilātvāḥ Gaṇeśa Mandira, Garuḍa, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310-005_P_20220415_01";"Ilātvāḥ Gaṇeśa Mandira, Draupadī, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_13";"Ilātvāḥ Gaṇeśa Mandira, Statues inside the Shrine, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_04";"Ilātvāḥ Gaṇeśa Mandira, entrance to Shrine, view from S";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0310_P_20220415_07";"Ilātvāḥ Gaṇeśa Mandira, view from W";"";"";"2022-04-15";"";"1173868";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0310";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_I_002_20220212_01";"Dugāḥ Hiti, stone inscription from NS 820, view from W";"";"";"2022-02-12";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_P_20220212_01";"Dugāḥ Hiti, view from E";"";"";"2022-02-12";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_I_002_20220212_02";"Dugāḥ Hiti, close-up view of the stone inscription from NS 820, view from W";"";"";"2022-02-12";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_D_2022_section";"Dugāhiti, section drawing";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_D_2022_location_map";"Dugāhiti, location map";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4029783-4";"Karte";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_D_2022_site_plan";"Dugāhiti, site plan";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_D_2022_plan";"Dugāhiti, plan";"";"";"2022-03";"";"1248182";"draftsman";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4068827-6";"Architekturzeichnung";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_I_001_20220414_01";"Dugāḥ Hiti, stone inscription on the pedestal of Sūrya, view from S";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_I_001_20220305";"Dugāḥ Hiti, stone inscription on the pedestal of Sūrya from ŚS 460, view from S";"";"";"2022-03-05";"";"1173885";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_I_002_20220414_01";"Dugāḥ Hiti, stone inscription from NS 820, view from SW";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_P_20220414_01";"Dugāhiti, view from SE";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201-010_P_20220414_01";"Dugāḥ Hiti, Śivaliṇga, view from NW";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_P_20220414_02";"Dugāhiti, view from NW";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_P_20220414_03";"Dugāhiti, view from SW";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201_P_20220414_04";"Dugāhiti, stairs next to the hiti, view from SE";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"SKH0201-002_P_20220414_01";"Dugāhiti, hitipusā, view from E";"";"";"2022-04-14";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"SKH0201";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL1660_H_1976_Schroeder";"Nāya Hiṭī, Gajalakṣmī, view from W";"";"";"1976";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 41";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_2011_Schroeder";"Nāya Hiṭī, Gajalakṣmī, view from W";"";"";"2011";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 41";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_1996_Sukra_Sagar_Shrestha";"Nāya Hiṭī, Gajalakṣmī, view from W";"";"";"1996";"";"1603571";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 41";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL1660_H_1976_Schroeder_01";"Nāya Hiti, Śivaliṅga, view from NW";"";"";"1976";"";"1595955";"photographer";"";"";"courtesy of Ulrich von Schroeder";"Nepalese Stone Sculptures, 2019, vol I, p 169";"";"";"LAL1660";"4002855-0";"Architekturfotografie";"";"";"Free access - no reuse";"";"";"";""
"LAL4111_P_20220418_01";"Bajana Phalcā, view from S";"";"";"2022-04-18";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_003_20220403_01";"Bajana Phalcā, inscription integrated in the steel gate, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_002_20220403_02";"Bajana Phalcā, inscription (right), view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_004_20220403_01";"Bajana Phalcā, signboard, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_002_20220403_01";"Bajana Phalcā, inscription (left), view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111-001_P_20220404_02";"Bajana Phalcā, well, view from SE";"";"";"2022-04-04";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220403_01";"Bajana Phalcā, shed housing water filtration system, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220403_02";"Bajana Phalcā, shed housing water filtration system and storage tanks, view from NE";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111-001_P_20220404_01";"Bajana Phalcā, well, view from SW";"";"";"2022-04-04";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_I_001_20220403_01";"Bajana Phalcā, inscription from VS 2000, view from S";"";"";"2022-04-03";"";"1248182";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4027107-9";"Inschrift";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
"LAL4111_P_20220303_02";"Bhajana Phalcā, view from S";"";"";"2022-03-03";"";"1182530";"photographer";"";"";"Nepal Heritage Documentation Project";"";"";"";"LAL4111";"4002855-0";"Architekturfotografie";"";"";"CC BY-SA 4.0";"https://uni-heidelberg.de/nhdp";"Nepal Heritage Documentation Project";"";""
